seq_global,Order_ID,priority_score,risk_level,y_pred,Vehicle,Traffic,Order_Period,Area,Category,Drop_Latitude,Drop_Longitude
8114,ciiw977255394,1.02,low,205.64058627648072,motorcycle ,Jam ,Night,Metropolitian ,Shoes,26.982312,75.896896
8115,pajl029120268,1.02,low,195.7321713660725,motorcycle ,Jam ,Night,Urban ,Pet Supplies,22.797021,75.954167
8116,ynjt897041025,1.02,low,21.64765827036198,motorcycle ,Low ,Morning,Metropolitian ,Grocery,19.241315,72.882381
8117,vqou097213654,1.02,low,75.45945284804294,scooter ,Low ,Morning,Metropolitian ,Home,12.980324,77.655748
8118,xlde601400142,1.02,low,77.21141305701424,scooter ,Low ,Morning,Urban ,Books,22.742225,75.884765
8119,bzeg923221002,1.02,low,80.43581959998139,motorcycle ,Low ,Morning,Metropolitian ,Snacks,13.037018,80.264791
8120,cziy522597711,1.02,low,33.38181155929346,motorcycle ,Jam ,Night,Metropolitian ,Grocery,12.427928,76.707889
8121,kcqp593681285,1.02,low,76.16478671026526,van,Low ,Morning,Urban ,Pet Supplies,18.937584,72.842585
8122,trfe351235590,1.02,low,177.0256847397255,motorcycle ,Jam ,Night,Metropolitian ,Outdoors,22.843659,75.993365
8123,lqku215238990,1.02,low,97.90413896473667,scooter ,Low ,Morning,Metropolitian ,Toys,22.318096,73.177753
8124,imqg041838388,1.02,low,262.1986318215384,motorcycle ,High ,Morning,Semi-Urban ,Toys,23.371058,85.345731
8125,jlel450435093,1.02,low,124.84147184494628,motorcycle ,High ,Morning,Metropolitian ,Clothing,17.475894,78.395467
8126,fkhi181700028,1.02,low,230.5614402260148,motorcycle ,Jam ,Night,Metropolitian ,Cosmetics,22.841226,75.967522
8127,hgsl266745482,1.02,low,117.16819867113212,motorcycle ,High ,Morning,Metropolitian ,Electronics,23.394878,85.355739
8128,wqnv160139273,1.02,low,123.91902793756778,motorcycle ,High ,Morning,Metropolitian ,Pet Supplies,26.91519,75.820753
8129,errg879075930,1.02,low,104.64795543445702,scooter ,High ,Morning,Urban ,Apparel,12.982793,80.259982
8130,evno527942363,1.02,low,222.998997420118,motorcycle ,High ,Morning,Semi-Urban ,Skincare,23.369033,85.335347
8131,wfcu848886255,1.02,low,35.57107593175716,motorcycle ,Jam ,Night,Metropolitian ,Grocery,13.065996,80.311898
8132,osaf014739561,1.02,low,172.99095830745574,scooter ,High ,Morning,Metropolitian ,Clothing,21.180437,72.794209
8133,iybb243530082,1.02,low,200.99363322897247,scooter ,Jam ,Night,Metropolitian ,Outdoors,21.255975,72.875503
8134,lbdx595595452,1.02,low,131.38567429303606,motorcycle ,Jam ,Night,Metropolitian ,Home,13.136286,80.385235
8135,fteh201033890,1.02,low,70.86063293236373,scooter ,Low ,Morning,Metropolitian ,Shoes,18.57245,73.926619
8136,aspn850957466,1.02,low,116.40380250444052,scooter ,Low ,Morning,Metropolitian ,Kitchen,12.998453,77.663685
8137,klzj490290791,1.02,low,116.10449904086188,scooter ,Low ,Morning,Urban ,Clothing,17.453809,78.406744
8138,mscx320293434,1.02,low,76.37759548106688,scooter ,Low ,Morning,Metropolitian ,Sports,11.011753,76.996241
8139,ylzr804999994,1.02,low,79.12155412543568,motorcycle ,Low ,Night,Urban ,Sports,13.102394,80.322439
8140,rutm468324484,1.02,low,80.64565662189307,scooter ,Low ,Morning,Metropolitian ,Toys,22.745835,75.907648
8141,ebfn435266127,1.02,low,88.02837570608752,motorcycle ,Low ,Morning,Metropolitian ,Kitchen,23.365164,85.334097
8142,fvir966706523,1.02,low,21.77624479863045,motorcycle ,Low ,Morning,Metropolitian ,Grocery,18.563626,73.925101
8143,wnno574484941,1.02,low,70.45650208317277,scooter ,Low ,Night,Urban ,Pet Supplies,23.459746,85.42982
8144,knvw125373308,1.02,low,92.04154908123829,scooter ,Low ,Morning,Metropolitian ,Pet Supplies,11.004136,76.973303
8145,ltrh530602619,1.02,low,107.21918592911749,motorcycle ,Low ,Morning,Metropolitian ,Books,18.57144,73.824855
8146,txpc670469337,1.02,low,93.75680752125656,scooter ,Low ,Morning,Metropolitian ,Shoes,13.036279,80.184568
8147,jkje874235834,1.02,low,81.62540244826538,scooter ,Low ,Morning,Urban ,Jewelry,11.041278,77.015017
8148,hjss443356037,1.02,low,84.78882806000823,motorcycle ,Low ,Night,Metropolitian ,Apparel,11.132169,77.109594
8149,exfu010508785,1.02,low,115.51793714188842,motorcycle ,Low ,Night,Metropolitian ,Pet Supplies,22.830072,75.962574
8150,cmjq523445274,1.02,low,91.55989315103668,scooter ,Low ,Morning,Metropolitian ,Pet Supplies,19.198321,72.854715
8151,qgjk039903440,1.02,low,149.7770588153072,scooter ,Low ,Night,Urban ,Clothing,17.521668,78.498321
8152,jrxz376420228,1.02,low,79.40799728852252,motorcycle ,Low ,Morning,Metropolitian ,Books,11.03091,76.950432
8153,vspw908276562,1.02,low,77.1647259419587,scooter ,Low ,Morning,Metropolitian ,Jewelry,26.922328,75.814257
8154,akwi849229872,1.02,low,82.6527065820843,motorcycle ,Low ,Morning,Metropolitian ,Jewelry,0.01,0.01
8155,uapm498072264,1.02,low,23.62628267389737,scooter ,Low ,Morning,Metropolitian ,Grocery,17.461976,78.395883
8156,oupn251471149,1.02,low,75.8188026795128,motorcycle ,Low ,Night,Urban ,Clothing,22.41,73.26
8157,neqg897607951,1.02,low,85.00317108113748,motorcycle ,Low ,Morning,Metropolitian ,Snacks,11.026686,76.971736
8158,zvjj138561122,1.02,low,84.5085619775303,motorcycle ,Low ,Night,Urban ,Shoes,18.644382,73.888206
8159,fkdz130196221,1.02,low,84.03285714335316,motorcycle ,Low ,Night,Metropolitian ,Snacks,0.07,0.07
8160,zoag245242783,1.02,low,111.65170460099984,motorcycle ,Low ,Morning,Metropolitian ,Clothing,12.926229,77.616791
8161,qkkk581520713,1.02,low,82.8892271145017,motorcycle ,Low ,Night,Urban ,Apparel,0.13,0.13
8162,ghgu773430747,1.02,low,82.10359006304898,motorcycle ,Low ,Morning,Metropolitian ,Jewelry,12.916229,77.606791
8163,pugd942950212,1.02,low,121.67209790813834,motorcycle ,Low ,Night,Metropolitian ,Cosmetics,0.08,0.08
8164,pvvn959392038,1.02,low,119.91889498844446,motorcycle ,Low ,Night,Metropolitian ,Outdoors,0.13,0.13
8165,peiu357697851,1.02,low,82.12605418394759,scooter ,Low ,Night,Urban ,Jewelry,23.449033,85.415347
8166,lftm485282704,1.02,low,121.07741594302408,motorcycle ,Low ,Night,Metropolitian ,Clothing,13.184347,80.387221
8167,yhik071560641,1.02,low,115.94594766213986,scooter ,Low ,Morning,Urban ,Outdoors,19.013517,72.83765
8168,kbym606164377,1.02,low,124.38862285738936,motorcycle ,Low ,Morning,Metropolitian ,Cosmetics,11.023681,76.995525
8169,fvxh270766453,1.02,low,120.08983828022318,motorcycle ,Low ,Night,Metropolitian ,Books,0.13,0.13
8170,yoxv695492588,1.02,low,114.56759788389734,scooter ,Low ,Night,Metropolitian ,Books,23.489194,85.455447
8171,rqzn447574546,1.02,low,99.9921188847524,motorcycle ,Low ,Morning,Metropolitian ,Skincare,21.167729,72.778726
8172,htts019391042,1.02,low,16.799471840018164,van,Low ,Morning,Metropolitian ,Grocery,11.04091,76.960432
8173,vfpr687600544,1.02,low,90.72039636780976,scooter ,Low ,Morning,Urban ,Kitchen,22.763838,75.907429
8174,qzuq439300705,1.02,low,109.43202545890912,motorcycle ,Low ,Morning,Metropolitian ,Outdoors,12.959934,77.709386
8175,tsif237534125,1.02,low,137.6257024773205,scooter ,Low ,Night,Urban ,Kitchen,19.2713,72.926191
8176,xlee656844077,1.02,low,65.44333234901245,scooter ,Low ,Morning,Urban ,Kitchen,12.345461,76.652278
8177,njjz444553233,1.02,low,124.95817437898916,motorcycle ,Low ,Night,Metropolitian ,Kitchen,17.52233,78.559654
8178,itgt843340169,1.02,low,71.88258623491532,motorcycle ,Low ,Morning,Urban ,Sports,17.503216,78.572111
8179,knpg118853710,1.02,low,90.24534750088782,motorcycle ,Low ,Morning,Urban ,Electronics,23.369407,85.335055
8180,vuik234233880,1.02,low,76.83136708202052,scooter ,Low ,Morning,Metropolitian ,Jewelry,26.933987,75.772891
8181,dder106667700,1.02,low,78.45499085095666,motorcycle ,Low ,Morning,Metropolitian ,Kitchen,18.947584,72.852585
8182,qqle288793490,1.02,low,107.72693158563182,motorcycle ,Low ,Morning,Metropolitian ,Jewelry,12.982532,77.618179
8183,ijae609644223,1.02,low,127.35104805838984,motorcycle ,Low ,Night,Metropolitian ,Electronics,26.99519,75.900753
8184,tiqg274503347,1.02,low,107.99180004829569,motorcycle ,Low ,Morning,Urban ,Toys,0.01,0.01
8185,fnmz024487519,1.02,low,33.61606500099825,motorcycle ,Low ,Night,Metropolitian ,Grocery,17.534114,78.457554
8186,ztdn349726369,1.02,low,123.29695930224808,motorcycle ,Low ,Night,Metropolitian ,Books,12.404022,76.688203
8187,ouny260570461,1.02,low,108.18807730798466,motorcycle ,Low ,Morning,Metropolitian ,Clothing,18.564382,73.808206
8188,uvgd981103818,1.02,low,93.79647373981174,scooter ,Low ,Early Morning,Metropolitian ,Shoes,18.546562,73.906485
8189,bnbp451223227,1.02,low,80.1101344698596,scooter ,Low ,Night,Metropolitian ,Home,21.24276,72.868059
8190,wfis173502440,1.02,low,22.448259809733816,motorcycle ,Low ,Morning,Metropolitian ,Grocery,18.566947,73.920626
8191,uspf455192094,1.02,low,111.86506078925233,motorcycle ,Low ,Early Morning,Urban ,Toys,18.556258,73.914337
8192,uxqi834816365,1.02,low,86.53302441609978,motorcycle ,Low ,Early Morning,Metropolitian ,Snacks,22.735747,75.908497
8193,qvcq057938422,1.02,low,30.6724064953267,scooter ,Low ,Night,Metropolitian ,Grocery,22.871226,75.997522
8194,oexg298954754,1.02,low,86.25406477686953,motorcycle ,Low ,Early Morning,Metropolitian ,Pet Supplies,12.989166,77.650709
8195,untf875440546,1.02,low,124.70026479599292,motorcycle ,Low ,Night,Metropolitian ,Books,11.112298,77.088349
8196,xurl505419245,1.02,low,6.415978323235511,van,Low ,Early Morning,Metropolitian ,Grocery,23.343017,85.3272
8197,miev481093847,1.02,low,123.9715411033482,motorcycle ,Low ,Early Morning,Metropolitian ,Books,21.169569,72.792697
8198,pmnf429993660,1.02,low,124.68539210343944,motorcycle ,Low ,Night,Metropolitian ,Shoes,0.08,0.08
8199,xzqg812497978,1.02,low,112.61446624127086,van,Low ,Night,Urban ,Shoes,13.045996,80.291898
8200,wdnz015109968,1.02,low,87.6515649851412,scooter ,Low ,Early Morning,Metropolitian ,Sports,12.933041,77.703237
8201,thds026850423,1.02,low,141.01844974027927,scooter ,Low ,Night,Metropolitian ,Jewelry,13.109198,77.650997
8202,rwsd957685359,1.02,low,13.534042124436583,scooter ,Low ,Early Morning,Other,Grocery,13.064694,80.28147
8203,rdfv655785975,1.02,low,118.8524006121178,scooter ,Low ,Early Morning,Metropolitian ,Kitchen,18.543811,73.909315
8204,snnk405400637,1.02,low,93.5673462002074,van,Low ,Early Morning,Metropolitian ,Electronics,21.196884,72.803616
8205,uwws462787859,1.02,low,131.28777242983895,motorcycle ,Low ,Early Morning,Metropolitian ,Skincare,17.439585,78.402621
8206,mhld550215775,1.02,low,117.27075981177892,scooter ,Low ,Early Morning,Metropolitian ,Apparel,22.331603,73.185012
8207,ybqb345820896,1.02,low,89.70155353098936,scooter ,Low ,Early Morning,Metropolitian ,Shoes,21.195975,72.815503
8208,yjlx290776113,1.02,low,108.75845042358344,van,Low ,Night,Other,Apparel,0.11,0.11
8209,rcaz426090105,1.02,low,113.74945277454886,scooter ,Low ,Early Morning,Urban ,Skincare,17.440448,78.428213
8210,zmja155883934,1.02,low,124.15598431949532,motorcycle ,Low ,Early Morning,Metropolitian ,Kitchen,17.430371,78.457225
8211,gadu368607970,1.02,low,31.78450936279796,motorcycle ,Low ,Night,Metropolitian ,Grocery,13.058453,77.723685
8212,dval316706811,1.02,low,15.258618355234727,motorcycle ,Low ,Night,Metropolitian ,Grocery,22.857021,76.014167
8213,pmta451313222,1.02,low,13.621931361079136,motorcycle ,Low ,Early Morning,Urban ,Grocery,11.016686,76.961736
8214,pedl055587635,1.02,low,117.67669647909838,scooter ,Low ,Night,Metropolitian ,Clothing,12.409524,76.75262
8215,idna478352276,1.02,low,116.78649518305411,motorcycle ,Low ,Night,Metropolitian ,Skincare,18.640963,73.938972
8216,rfky305462071,1.02,low,104.25390359986088,motorcycle ,Low ,Morning,Urban ,Cosmetics,18.566258,73.924337
8217,gzwq454178071,1.02,low,126.63005899927563,motorcycle ,Low ,Morning,Metropolitian ,Apparel,12.335461,76.642278
8218,atoq191347823,1.02,low,21.582587458697127,motorcycle ,Low ,Night,Metropolitian ,Grocery,18.629299,73.987902
8219,oboe810477919,1.02,low,92.86699604021672,scooter ,Low ,Morning,Metropolitian ,Jewelry,22.715207,75.886059
8220,onod348403926,1.02,low,14.844000351529134,scooter ,Low ,Morning,Metropolitian ,Grocery,26.915287,75.804592
8221,xemd379703361,1.02,low,12.108422513906769,scooter ,Low ,Night,Other,Grocery,23.463017,85.4472
8222,namx460873858,1.02,low,112.53109670951746,van,Low ,Night,Metropolitian ,Shoes,18.606562,73.966485
8223,jecz459501802,1.02,low,75.1123401022756,scooter ,Low ,Morning,Metropolitian ,Toys,22.773659,75.923365
8224,soqt210842727,1.02,low,29.53988008767188,motorcycle ,Low ,Morning,Metropolitian ,Grocery,18.556562,73.916485
8225,tade884418682,1.02,low,77.41758260527558,scooter ,Low ,Morning,Metropolitian ,Jewelry,21.206608,72.814136
8226,nxka852359003,1.02,low,15.127372344567982,scooter ,Low ,Morning,Metropolitian ,Grocery,13.106438,80.240672
8227,lqhl594623036,1.02,low,113.50763129257696,motorcycle ,Low ,Morning,Metropolitian ,Outdoors,18.530016,73.840547
8228,jrlb920502604,1.02,low,151.57451774633526,motorcycle ,Low ,Morning,Metropolitian ,Snacks,19.130083,72.917385
8229,vhxd961789217,1.02,low,179.6344915227978,motorcycle ,Low ,Night,Metropolitian ,Sports,13.114694,80.33147
8230,mggj029565112,1.02,low,66.84493166695589,scooter ,Low ,Morning,Urban ,Shoes,11.042298,77.018349
8231,kves414755289,1.02,low,28.997409237698527,motorcycle ,Low ,Night,Metropolitian ,Grocery,18.68144,73.934855
8232,krcf422306898,1.02,low,105.73027260468132,motorcycle ,Low ,Morning,Metropolitian ,Clothing,12.945662,77.62413
8233,ihnh448370361,1.02,low,73.87878827756816,scooter ,Low ,Night,Other,Outdoors,18.626947,73.980626
8234,psqk251157390,1.02,low,109.37697353100856,motorcycle ,Low ,Morning,Urban ,Kitchen,19.085838,72.852658
8235,jxso332158085,1.02,low,16.26122332445404,van,Low ,Night,Metropolitian ,Grocery,22.821234,75.95949
8236,aazl463449779,1.02,low,68.78212836873337,scooter ,Low ,Morning,Urban ,Outdoors,23.379407,85.345055
8237,kpwf627001166,1.02,low,109.19138834699233,motorcycle ,Low ,Morning,Metropolitian ,Pet Supplies,26.921927,75.807282
8238,nxlu910164809,1.02,low,82.86894485660193,motorcycle ,Low ,Morning,Urban ,Electronics,13.032394,80.252439
8239,vodz198348744,1.02,low,21.960783224810115,motorcycle ,Low ,Morning,Metropolitian ,Grocery,13.039198,77.580997
8240,ashj599514554,1.02,low,124.98102939864296,motorcycle ,Low ,Night,Metropolitian ,Shoes,18.650016,73.960547
8241,lijc924630889,1.02,low,126.08922676797074,van,Low ,Night,Urban ,Toys,12.403225,76.710028
8242,qjox199269375,1.02,low,121.17495465024572,van,Low ,Morning,Metropolitian ,Outdoors,26.90842,75.820689
8243,upvy190404374,1.02,low,81.63412459866034,motorcycle ,Low ,Morning,Urban ,Electronics,13.055479,80.24311
8244,xbqo657848243,1.02,low,125.52063666384484,motorcycle ,Low ,Night,Metropolitian ,Cosmetics,13.050221,77.725396
8245,qqqk472796309,1.02,low,114.80444692475996,scooter ,Low ,Morning,Metropolitian ,Home,12.336356,76.629103
8246,hlih659462476,1.02,low,28.35582798849364,van,Low ,Night,Metropolitian ,Grocery,17.501028,78.419645
8247,whgg852471364,1.02,low,121.4279749957316,van,Low ,Night,Metropolitian ,Toys,0.08,0.08
8248,sloi284436188,1.02,low,86.50331240688269,scooter ,Low ,Morning,Metropolitian ,Clothing,22.745748,75.918497
8249,iojj404708272,1.02,low,156.46431906280753,motorcycle ,Low ,Night,Urban ,Sports,23.465164,85.434097
8250,fjdl710677014,1.02,low,113.45918329653618,van,Low ,Night,Metropolitian ,Pet Supplies,18.60421,73.928429
8251,jfrw225612710,1.02,low,111.2450206179845,motorcycle ,Low ,Night,Metropolitian ,Skincare,19.124237,72.955553
8252,dzdd744141385,1.02,low,87.26171957261337,motorcycle ,Low ,Morning,Metropolitian ,Jewelry,22.33,73.18
8253,wqsg196536180,1.02,low,86.38096011879905,motorcycle ,Low ,Night,Metropolitian ,Jewelry,11.120375,77.06295
8254,wdbi353326809,1.02,low,123.75017997884969,motorcycle ,Low ,Night,Metropolitian ,Toys,12.432058,76.68665
8255,cont201313128,1.02,low,18.909192470354466,motorcycle ,Low ,Morning,Metropolitian ,Grocery,18.656215,73.771081
8256,imqm647529358,1.02,low,88.17596673980042,scooter ,Low ,Morning,Metropolitian ,Sports,12.344022,76.628203
8257,mvko060740815,1.02,low,124.20219825156823,motorcycle ,Low ,Night,Metropolitian ,Skincare,23.413017,85.3972
8258,wlwg873393953,1.02,low,117.67483466717354,scooter ,Low ,Morning,Urban ,Shoes,22.321844,73.175081
8259,xxab784557144,1.02,low,68.95441491597917,scooter ,Low ,Morning,Urban ,Cosmetics,12.959496,77.645999
8260,ykba491412595,1.02,low,92.75098710113426,van,Low ,Morning,Urban ,Books,17.465894,78.385467
8261,cdpk826938692,1.02,low,113.22658331680724,motorcycle ,Low ,Night,Metropolitian ,Apparel,19.2513,72.906191
8262,wxdi499647106,1.02,low,79.00930960311366,motorcycle ,Low ,Night,Urban ,Clothing,18.659156,73.864723
8263,zjbm251739103,1.02,low,25.009196155545304,motorcycle ,Low ,Morning,Urban ,Grocery,12.354022,76.638203
8264,pekb383150298,1.02,low,113.4583000417854,scooter ,Low ,Night,Metropolitian ,Electronics,12.455461,76.762278
8265,ndhc236811829,1.02,low,111.91584248344908,scooter ,Low ,Night,Metropolitian ,Electronics,18.646562,74.006485
8266,dqap256542351,1.02,low,119.15909455081028,scooter ,Low ,Morning,Metropolitian ,Skincare,18.549299,73.907902
8267,gobq453434012,1.02,low,75.0552684905493,scooter ,Low ,Morning,Metropolitian ,Pet Supplies,13.086762,80.271865
8268,bwgm515557326,1.02,low,185.89382792371885,scooter ,Low ,Night,Metropolitian ,Electronics,13.146762,80.331865
8269,xagw749976349,1.02,low,107.725301527207,motorcycle ,Low ,Early Morning,Urban ,Electronics,22.761857,75.876699
8270,cxet261691382,1.02,low,129.67353246541458,motorcycle ,Low ,Night,Metropolitian ,Toys,22.825536,75.973106
8271,tntl592977105,1.02,low,182.57781832367212,motorcycle ,Jam ,Night,Metropolitian ,Skincare,12.359524,76.70262
8272,qoht932696734,1.02,low,146.14706074407104,scooter ,High ,Morning,Metropolitian ,Toys,12.944365,77.626155
8273,wlnv993462742,1.02,low,197.8365424062625,van,Jam ,Night,Other,Snacks,19.23663,72.939976
8274,kfjw636000221,1.02,low,167.21054341202364,motorcycle ,High ,Afternoon,Metropolitian ,Sports,22.715207,75.886059
8275,dokx124709992,1.02,low,89.2344144358802,scooter ,High ,Morning,Urban ,Sports,26.933483,75.823139
8276,yqaa252881286,1.02,low,186.91587532108272,scooter ,Jam ,Night,Metropolitian ,Cosmetics,13.023041,77.793237
8277,ujcs786621260,1.02,low,204.8336009352025,scooter ,Jam ,Night,Metropolitian ,Home,23.467804,85.435146
8278,vyuw564914784,1.02,low,79.05944105455887,scooter ,High ,Morning,Metropolitian ,Toys,12.319524,76.66262
8279,hqwk443892657,1.02,low,107.40332246715612,motorcycle ,Jam ,Night,Metropolitian ,Sports,0.13,0.13
8280,zssi142782344,1.02,low,118.84663286611848,motorcycle ,High ,Morning,Urban ,Electronics,12.304747,76.645861
8281,zuep296815576,1.02,low,172.920239875917,scooter ,High ,Morning,Metropolitian ,Outdoors,0.01,0.01
8282,kmae430877780,1.02,low,97.68429099134478,scooter ,High ,Morning,Metropolitian ,Clothing,22.321844,73.175081
8283,czmt935513716,1.02,low,174.4930675915763,scooter ,High ,Morning,Metropolitian ,Snacks,18.613481,73.805901
8284,lhqs887019123,1.02,low,136.6932795660288,scooter ,High ,Morning,Urban ,Kitchen,0.01,0.01
8285,njrw746007699,1.02,low,143.1366186708569,scooter ,Jam ,Night,Metropolitian ,Toys,22.380329,73.239083
8286,zxgo212239701,1.02,low,120.24783535892732,motorcycle ,Jam ,Night,Metropolitian ,Outdoors,13.156279,80.304568
8287,bjtp385265576,1.02,low,165.8787179654166,motorcycle ,High ,Morning,Urban ,Clothing,18.546562,73.906485
8288,iatl507252264,1.02,low,192.3057079485826,motorcycle ,Jam ,Night,Metropolitian ,Home,22.831857,75.946699
8289,fvol137475471,1.02,low,121.57762844483956,motorcycle ,High ,Morning,Metropolitian ,Kitchen,17.475894,78.395467
8290,asks545267112,1.02,low,31.378303289292013,motorcycle ,Jam ,Night,Metropolitian ,Grocery,23.449407,85.415055
8291,ekhx720599019,1.02,low,125.65043183404455,motorcycle ,High ,Morning,Metropolitian ,Apparel,11.014136,76.983303
8292,kdvc385907669,1.02,low,168.7765672312673,motorcycle ,High ,Morning,Metropolitian ,Kitchen,22.761234,75.89949
8293,hhvp492981046,1.02,low,118.80893185118362,motorcycle ,High ,Morning,Metropolitian ,Sports,21.206438,72.814115
8294,tjyu539235256,1.02,low,135.35379809478854,scooter ,Jam ,Night,Other,Snacks,11.091278,77.065017
8295,hqos968810569,1.02,low,114.14743587929166,motorcycle ,High ,Morning,Metropolitian ,Home,12.953284,77.635428
8296,tryb080020473,1.02,low,183.8572493528152,motorcycle ,Jam ,Night,Metropolitian ,Clothing,17.580851,78.509347
8297,jrne260903369,1.02,low,114.42894825227128,motorcycle ,High ,Afternoon,Urban ,Sports,10.98185,76.991082
8298,cprj546668551,1.02,low,199.53752873770577,motorcycle ,Jam ,Night,Metropolitian ,Books,23.429194,85.395447
8299,cbsx669246771,1.02,low,39.55395500878936,motorcycle ,Jam ,Night,Metropolitian ,Grocery,19.124237,72.955553
8300,vsws037218159,1.02,low,253.1546614178952,motorcycle ,Jam ,Night,Semi-Urban ,Home,23.50925,85.500464
8301,nkow144112905,1.02,low,149.53297606804958,motorcycle ,High ,Afternoon,Metropolitian ,Apparel,0.04,0.04
8302,oxut635798748,1.02,low,145.58722518546682,scooter ,High ,Afternoon,Metropolitian ,Shoes,21.200437,72.814209
8303,eycj408795668,1.02,low,37.0062354804494,motorcycle ,Jam ,Night,Metropolitian ,Grocery,11.155083,77.145393
8304,kxyu455553770,1.02,low,188.92540023807425,scooter ,Jam ,Night,Metropolitian ,Skincare,18.666719,73.960327
8305,nwqz955754543,1.02,low,203.67580418379129,motorcycle ,Jam ,Night,Other,Clothing,21.305104,72.934342
8306,qkqo103077339,1.02,low,40.97300984455219,motorcycle ,Jam ,Night,Metropolitian ,Grocery,23.421058,85.395731
8307,ovhh072281477,1.02,low,170.80645623025472,motorcycle ,High ,Afternoon,Metropolitian ,Cosmetics,17.480827,78.433391
8308,zzsx562940707,1.02,low,152.59228760075615,motorcycle ,High ,Afternoon,Metropolitian ,Cosmetics,12.350972,76.699264
8309,vuyu065991946,1.02,low,143.38020843605702,van,High ,Afternoon,Urban ,Books,12.366356,76.659103
8310,rleh153953902,1.02,low,132.7230614423445,motorcycle ,Jam ,Night,Metropolitian ,Outdoors,11.101278,77.075017
8311,lugx932065065,1.02,low,118.225241091756,motorcycle ,High ,Afternoon,Metropolitian ,Clothing,21.226608,72.834136
8312,vact775061955,1.02,low,131.8575764807328,motorcycle ,Jam ,Night,Metropolitian ,Jewelry,21.267729,72.878726
8313,hnrs254147626,1.02,low,45.96454362533542,scooter ,Jam ,Night,Metropolitian ,Grocery,11.071852,77.046268
8314,dwra898564743,1.02,low,31.003404573482648,motorcycle ,High ,Afternoon,Metropolitian ,Grocery,13.066286,80.315235
8315,qfiq542736223,1.02,low,150.86101029974157,scooter ,High ,Afternoon,Metropolitian ,Books,22.35279,73.210283
8316,fpdd329740214,1.02,low,200.8035856447229,motorcycle ,Jam ,Night,Metropolitian ,Outdoors,0.09,0.09
8317,mmnq644536018,1.02,low,212.46109310270657,scooter ,Jam ,Night,Metropolitian ,Pet Supplies,18.644382,73.888206
8318,wocz890815001,1.02,low,176.15938267331353,motorcycle ,High ,Afternoon,Metropolitian ,Clothing,12.953041,77.723237
8319,jrxn002569550,1.02,low,255.593437719378,motorcycle ,Jam ,Night,Semi-Urban ,Electronics,11.102169,77.079594
8320,kawl549916574,1.02,low,164.54952741560112,motorcycle ,High ,Afternoon,Urban ,Books,22.77004,75.922847
8321,npgg194752452,1.02,low,149.47131177862013,scooter ,High ,Afternoon,Metropolitian ,Apparel,18.57144,73.824855
8322,cefj911402703,1.02,low,22.27518848334096,van,Jam ,Night,Urban ,Grocery,13.019934,77.769386
8323,glem429107882,1.02,low,130.06566808904276,motorcycle ,Jam ,Night,Metropolitian ,Outdoors,13.004365,77.686155
8324,ftvf621182680,1.02,low,133.52408659359648,motorcycle ,Jam ,Night,Metropolitian ,Home,12.416356,76.709103
8325,xwly384940671,1.02,low,132.67768444693849,motorcycle ,Jam ,Night,Metropolitian ,Clothing,0.09,0.09
8326,hsbu391374298,1.02,low,101.66321976129387,scooter ,High ,Morning,Metropolitian ,Clothing,13.074181,80.246442
8327,ahxq629188064,1.02,low,113.41560545659289,scooter ,High ,Morning,Urban ,Sports,26.902313,75.816896
8328,mgwp141806642,1.02,low,197.43713003195728,motorcycle ,Jam ,Night,Metropolitian ,Books,19.286269,72.946721
8329,bchp683452298,1.02,low,121.93450803023154,motorcycle ,Low ,Morning,Metropolitian ,Jewelry,12.333978,76.637961
8330,cjuu366571153,1.02,low,78.78734916161353,motorcycle ,Low ,Morning,Urban ,Outdoors,23.379746,85.34982
8331,djwd846224850,1.02,low,94.83864828164566,scooter ,Low ,Morning,Urban ,Kitchen,23.40925,85.400464
8332,zjqe503133734,1.02,low,102.46727721425938,motorcycle ,Low ,Morning,Urban ,Toys,18.579156,73.784723
8333,daeo616090546,1.02,low,190.35874338038985,motorcycle ,Jam ,Night,Metropolitian ,Sports,19.073517,72.89765
8334,wkra117718537,1.02,low,19.90928984582405,motorcycle ,Low ,Morning,Metropolitian ,Grocery,22.754648,75.904377
8335,nbkr092142196,1.02,low,88.25884344919272,motorcycle ,Low ,Morning,Metropolitian ,Jewelry,26.923726,75.762821
8336,khoo074457002,1.02,low,128.59001024069704,motorcycle ,Low ,Morning,Metropolitian ,Jewelry,23.373783,85.346967
8337,pmsm055279143,1.02,low,207.0141787233442,van,Jam ,Night,Urban ,Sports,0.13,0.13
8338,gfdb680914770,1.02,low,151.92067642787538,scooter ,Jam ,Night,Urban ,Clothing,22.871226,75.997522
8339,ryog816770110,1.02,low,78.83064304355699,motorcycle ,Low ,Morning,Urban ,Pet Supplies,13.068616,80.274151
8340,tids730070083,1.02,low,85.6470426752609,scooter ,Jam ,Night,Metropolitian ,Snacks,21.266608,72.874136
8341,kfdx315872877,1.02,low,108.77569293761334,motorcycle ,Low ,Morning,Metropolitian ,Clothing,17.442819,78.469578
8342,vaok002616026,1.02,low,97.05734910423573,motorcycle ,Low ,Morning,Metropolitian ,Snacks,23.377804,85.345146
8343,qjzr220988198,1.02,low,86.50172868488215,scooter ,Low ,Morning,Urban ,Electronics,11.046117,76.964652
8344,kveg251683938,1.02,low,173.84086530414547,motorcycle ,Jam ,Night,Metropolitian ,Electronics,19.074049,72.905203
